Transcripts	CT_1	CT_2	CT_3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_4620	0.5	1.15	0	0.49	0.7	0.95	1.46	1.19	0.88	2.26	0.59	1.76	1.82	1.96	2.14
transcript_4621	25.8	34.95	51.34	0	66.03	67.43	0	37.1	0	23.27	0	51.24	0	33.06	44.41
transcript_4622	0	0	0	0	0	0	0	0	0	0	0.14	0	198.58	0	117.53
transcript_4623	23.48	28.8	33.29	52.82	106.98	53.03	41.73	90.84	62.01	50.06	45.75	55.71	42.28	27.3	29.81
transcript_4625	3.84	5.95	8.02	4	3.4	7.89	7.39	6.05	5.98	5.91	7.26	12.95	19.5	11.79	25.17
transcript_4626	5.71	6.03	8.41	5.37	5.79	4.56	3.48	5.36	4.23	4.55	4.55	4.05	2.52	2.24	5.57
transcript_4627	15.26	42.24	36.98	26.07	22.48	38.74	44.57	30.55	32.91	39.76	24.31	37.34	36.77	41.47	36.17
transcript_4628	0	218.77	327.65	0	0	638.5	765.8	0	508.57	734.14	515.79	845.1	468.5	503.32	0
transcript_4629	89.43	104.04	103.21	100.67	120.66	125.19	111.81	140.83	107.21	58.19	129.66	85.4	159.17	118.5	144.53
transcript_463	0.07	0	0	0	0	5.25	0	7.85	0	0	0	0	0	0	0
transcript_4630	10.16	10.13	16.99	15.37	8.08	9.35	9.56	10.46	10.35	12.73	9.72	8.43	10.09	8.67	11.91
transcript_4631	0	0	0	0.19	0	0	0	0	0	0	0	0	0.16	0	0
transcript_4632	103.1	109.91	128.62	115.14	128.98	114.94	158.51	169.71	143.41	125.62	168.98	144.62	260.34	206.28	187.06
transcript_4633	5.19	28.31	14.26	11.77	28.03	27.32	18.04	2.91	10.47	11.3	23.85	35.08	11.94	38.72	3.97
transcript_4634	15.58	126.61	91.99	17.18	21.48	21.34	26.97	125.41	33.17	144.21	147.43	18.75	11.13	36.58	128.67
transcript_4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4636	1.4	1.27	3.15	1.2	4.37	0.84	0.59	0.91	1.56	1.49	2.45	5.4	2.77	1.45	1.45
transcript_4637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4638	85.07	229.48	84.99	70.87	67.18	273.44	107.85	293.02	305.9	436.87	274.8	577.3	675.27	1035.26	1008.22
transcript_4639	7.46	6.33	7.05	15.93	8.11	8.09	11.5	9.37	12.93	9.14	9.79	10.93	3.44	1.97	5.82
transcript_464	4.19	4.04	5.24	2.58	3.35	2.67	3.35	2.8	1.88	2.92	2.49	3.03	2.96	2.92	6.03
transcript_4640	5.84	1.78	8.34	14.11	19.3	10.73	18.71	11.92	16.91	38.97	8.11	16.27	11.72	10.97	3.52
transcript_4641	11.79	19.75	14.44	15.8	22.57	20.31	69.56	71.45	74.84	175.04	57.57	76.95	56.9	186.01	38.91
transcript_4642	7.38	6.72	7.56	6.42	5.57	6.66	8.03	9.72	6.93	2.83	7.17	5.9	25.5	12.47	16.53
transcript_4643	10.69	7.4	16.5	10.72	8.86	8.43	10.96	10.76	10.22	9.35	6.54	8.7	9.69	7	11
transcript_4644	40.84	33.42	47.96	50.26	63.64	51.06	50.06	60.45	54.79	39.05	54.82	44.21	67.06	61.05	59.01
transcript_4645	100.39	67.24	111.73	96.77	98.58	80.96	97.01	103.13	86.69	83.35	101.45	82.93	115.03	88.43	102.07
transcript_4646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4647	0	0	11.63	0	0	8.22	0	0	0	0	0	1.42	0	8.47	0
transcript_4648	1.61	1.24	3.28	0.57	0.76	2.27	3.84	0	0.4	2.33	0.71	0.93	0.16	0.23	2.49
transcript_4649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_465	50.19	8.77	9.43	61.14	16.44	61.77	18.58	37.05	8.81	21.04	31.26	17.59	4.34	10.38	29.43
transcript_4650	10.44	11.97	15.88	13.38	15.5	15.11	11.06	14.09	12.41	12.16	12.85	10.64	10.37	9.83	10.65
transcript_4651	10.11	9.79	13.09	14.04	11.58	15.16	17.01	28.62	18.16	25.97	21.96	25.43	31.26	33.32	44.22
transcript_4652	14.41	29.8	22.67	17.36	14.95	16.33	15.94	12.8	22.57	18.02	19.85	12.38	12.28	12.42	10.97
transcript_4653	14.5	13.59	19.56	14.24	19.71	12.47	19.08	19.68	16.26	11.85	22.02	15.41	20.08	15.53	12.19
transcript_4655	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47	0
transcript_4656	26.03	34.05	34.26	29.09	21.5	24.75	14.2	15.56	21.36	24.26	14.34	12.25	10.28	9.92	16.7
transcript_4657	0.32	0.27	0.06	1.45	0.49	1.4	1.98	0.19	0.2	5.01	2.35	1.6	1.08	0.86	0.06
transcript_4658	0	0	1.82	8.35	12.81	0	31.43	45.54	10.12	62.91	116.58	42	0.73	87.56	51.75
transcript_4659	45.85	8.49	1.06	80.06	111.56	68.1	58.63	48.17	5.99	9.68	15.69	18.86	11.78	15.76	4.43
transcript_466	8.88	5.7	13.11	14.52	5.89	11.07	12.8	12.72	26.92	7.54	11.54	8.64	27.04	63.86	24.64
transcript_4660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4663	4.4	4.63	3.43	3.33	4.3	4.49	3.36	4.22	3.41	2.72	3.3	3.95	3.26	4.47	3.56
transcript_4664	7.51	13.68	14.4	6.57	12.36	15.16	7.67	16.69	14.23	8.87	13.76	8.38	17.1	18.46	18.39
transcript_4665	7.92	5.54	9.18	13.74	11.85	15.48	16.21	18.5	10.34	8.14	12.66	11.61	5.98	2.65	3.94
transcript_4666	5.58	4.56	6.21	4.66	5.73	4.89	4.74	4.89	3.72	3.93	3.93	4.37	1.25	1.94	2.11
transcript_4667	7.86	7.13	0	6.93	3.02	0.02	6.46	12.48	3.01	8.8	11	5.01	11.37	9.28	5.77
transcript_4668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4669	7.62	6.85	7.64	5.42	4.08	5.65	3.67	5.6	4.7	5.19	2.52	4.32	2.83	3.59	6.63
transcript_467	21.66	20.32	22.89	21.04	21.25	21.42	19.79	22.82	25.44	26.11	25.89	18.74	10.19	16.11	18.53
transcript_4670	92.91	247.16	362.19	450.62	335.77	625.85	329.18	503.28	302.31	331.53	159.73	470.49	564.26	380.3	537.1
transcript_4671	4.44	27.37	12.94	134.65	71.14	131.84	54.36	0.37	61.48	49.46	28.74	126.35	0	84.46	37.93
transcript_4672	5.28	11.79	13.54	10.04	8.1	5.47	8.53	8.94	9.36	12.5	8.28	10.44	7.1	6.75	9.02
transcript_4673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4674	69.19	67.58	71.53	66.65	52.65	59.41	51.99	64.92	55.17	68.96	27.6	54.03	31.19	25.4	60.61
transcript_4675	0	39.61	0	0	1.75	0	2.04	1.15	6.17	0.24	0	0	1.79	0.23	0
transcript_4676	2.47	3.43	3.93	3.43	2.96	2.92	3.66	4.83	4.95	4.1	4.92	3.92	3.88	3.79	3.3
transcript_4677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4679	7.49	8.94	6.06	8.82	9.37	9.51	11.37	14.11	12.79	14.71	11.49	15.84	14.15	13.33	18.43
transcript_468	406.81	428.68	354.38	466.38	331.91	325.4	333.81	528.44	387.84	381.36	435.36	467.19	597.39	623.54	526.7
transcript_4680	22.36	34.35	8.1	12.51	2.05	2.01	2.28	10.36	7.41	7.16	2.19	1.22	1.42	4.36	0.54
transcript_4682	7.85	8.9	10.51	8.03	8.25	8.75	7.85	9.89	8.92	6.56	9.66	8.59	13.39	10.71	9.64
transcript_4683	10.38	11.44	10.06	10.56	8.28	10.99	9.21	9.78	9.69	10.21	8.46	6.61	7.79	5.31	9.14
transcript_4684	5.28	5.83	7.83	4.05	9.08	6.42	8.25	4.9	3.98	3.18	6.4	2.37	3.77	2.13	2.76
transcript_4685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4687	92.88	117.67	116.57	77.66	97.24	103.64	82.16	71.1	80.25	99.82	77.04	56.82	50.22	51.91	61.92
transcript_4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4689	0.88	0	3.95	0.08	0	0.63	0	0	0	0	0.13	0.79	1.72	0.35	3.38
transcript_469	4.41	3.75	2.4	3.86	6.88	5.72	10.09	7.49	11.56	11.5	10.12	16.19	15.56	25.44	19.1
transcript_4690	2.97	0	2.43	0	0	0	0	2.76	10.24	0	0	0	2.36	3.15	0
transcript_4691	58.87	61.4	32.03	57.42	41.03	25.05	55.98	52.76	53.34	70.95	36.71	55.86	36.01	64.72	48.58
transcript_4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4693	62.04	30.85	22.86	130.71	119.35	70.28	107.05	89.01	242.8	124.8	113.77	171	120.73	86.24	189.38
transcript_4694	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0
transcript_4695	299.83	246.2	390.91	416.37	383.55	343.07	277.6	291.35	360.69	395.41	268.23	266.79	221.8	276.05	278.69
transcript_4696	461.36	458.64	532.7	453.47	576.94	560.42	512.61	518.64	480.17	459.35	599.39	496.66	614.79	533.58	609.57
transcript_4697	1.88	3.89	2.82	0.37	0.14	0.16	2.04	1.14	0.94	1.41	0.76	3.85	10.07	9.86	7.81
transcript_4698	16.19	8.87	0	15.3	0	13.56	0	13.55	0	0	0.42	0	9.68	7.99	9.09
transcript_4699	18.23	22.11	24.49	17.02	16.94	20.09	13.46	14.17	16.89	18.03	13.22	10.41	8.1	9.15	16.05
transcript_47	108.17	138.75	130.64	106.48	116.23	126.15	112.08	104.6	107.51	89.81	102.01	106.33	69.02	66.57	77.72
transcript_470	3.74	5.81	7.78	3.02	29.35	1.66	15.48	2.09	2.84	9.84	3.9	5.16	0.64	0.42	1.68
transcript_4700	2.87	0.67	1.17	1.17	2.65	0.67	4.87	1	0.65	2.86	1.25	1.74	0.58	0.43	1.27
transcript_4701	8.39	6.43	13.99	6.15	19.92	19.2	12.98	15.14	20.12	6.86	4.18	13.41	7.51	11.22	6.91
transcript_4702	3880.41	3130.32	3577.87	4041.35	5010.33	45.05	45.88	68.43	23.96	54.33	0	3787.53	2366.73	3898.39	0
transcript_4704	0.47	0	0	0.17	0	0	0.27	0.17	0	0	0.33	0.43	0	0	0
transcript_4705	165.53	0.02	0	0.09	0.08	0	0	0	0	0	0.04	0	0	0.05	0.03
transcript_4706	0	0	0	0	0	0	0	0	0.49	0.87	0	0.48	0	0	0
transcript_4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4708	0.12	0.32	1.22	0.45	2.53	0.47	0.97	0.11	0.95	0.41	1.09	2.71	4.05	1.85	1.36
transcript_4709	195.99	221.53	225.24	213.58	184.21	193.08	131.28	158.78	141.07	159.86	127.78	117.14	72.19	81.3	103.06
transcript_471	3.72	4.31	3.02	92.6	46.91	130.76	128.52	225.61	98	186.81	206.97	156.99	346.28	356.26	306.21
transcript_4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4711	69.1	78.64	103.84	72.13	108.66	72.24	81.67	61.39	71.24	66.01	89.24	52.7	44.42	39.28	48.18
transcript_4712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4713	0.89	0	0	0.19	0	0	0	0.81	0	0	0	0	0	0	0
transcript_4714	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0
transcript_4715	178.16	174.01	205.65	179.71	227.76	211.55	168.52	178.83	204.85	165.12	176.08	146	133.8	140.7	174.43
transcript_4716	125.03	103.74	150.63	143.83	121.66	126.12	161.29	132.18	130.58	166.64	213.84	166.87	317.34	263.41	184.83
transcript_4717	0	0	89.57	0	0	0	0	0	0.62	0	0	0	0	111.99	0
transcript_4718	21.76	30.03	23.65	6.89	43.37	55.05	54.34	6.45	38.63	7.34	11.69	37.23	3.39	14.27	5.37
transcript_4719	0	0	0	0	0	0	0.54	0	0	0	17.14	0	0	0	32.39
transcript_472	16.37	16.12	15.89	16.9	21.31	17.01	17.22	17.48	20.28	15.1	22.43	16.8	18.83	19.83	22.82
transcript_4721	7.87	7.18	12.91	9.25	9.28	9.03	9.8	12.14	10.67	7.6	11.67	10.28	13	11.27	10.25
transcript_4723	137.92	199.25	0	180.19	0	0	0	187.14	0	179.28	0	0.1	0	264.35	0
transcript_4724	0	0	0	276.45	0	279.74	0	0	0	0	0	0	0	0	0
transcript_4725	36.73	41.66	48.74	42.05	65.38	49.83	50.78	46.3	49.62	45.31	53.65	40.99	57.69	44.88	46
transcript_4726	0	0	0	0	0	0	0	0	238.59	0.13	0	0	0.7	0	0.54
transcript_4727	0.93	1.39	11.59	9.36	9.16	8.5	1.59	6.61	0.75	1.02	8.38	9.58	1.26	1.79	0.45
transcript_4728	10.1	16.23	16.29	12.25	11.85	14.28	14.79	14.91	17.27	21.19	13.88	15.31	28.48	26.72	26.05
transcript_4729	1.2	3.31	0.8	1.8	1.96	0.4	2.77	1.94	0.75	0.72	1.91	2.79	0.91	4.24	3.94
transcript_473	412.49	503.8	0	0.26	412.23	448.74	0	433.26	0	450.53	431.54	0	0	0	399.52
transcript_4730	123.46	231.82	16.13	117.92	145.95	193.63	137.74	115.06	182.13	204.21	124.42	162.53	121.75	115.55	90.4
transcript_4732	30.59	21.7	39.44	28.48	38.55	23.61	27.09	25.59	29.63	38.32	32.74	17.05	18.06	17.11	21.01
transcript_4733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4734	1337.47	4.54	0.54	542.95	0.53	156.3	233.36	265.35	177.48	350.95	111.06	227.91	7.86	2.46	0.59
transcript_4735	600.52	628.45	522.12	344.85	468.59	497.85	666.19	523.43	554.63	453.06	634.71	471.14	671.18	499.52	565.09
transcript_4736	6.91	7.34	10.26	4.82	11.76	6.53	4.55	6.18	6.05	4.25	6.28	3.8	3.18	3.98	4.31
transcript_4737	29	28.84	40.66	22.96	21.62	29.04	37.36	46.09	35.14	31.91	49.77	68.71	74.91	63.1	62.13
transcript_4738	31.19	35.36	28.34	22.19	19.83	18.86	11.8	12.75	13.93	9.37	9.59	10.26	5.7	6.73	8.33
transcript_4739	2.94	4.44	4.99	6.62	4.94	5.69	5.89	8.23	6.29	9.82	8.39	7.47	12.65	13.35	15.19
transcript_474	97.43	81.2	90.19	95.81	80.53	86	78.41	87.99	99.48	94.38	87.17	60.43	60.08	57.11	78.13
transcript_4740	39.59	50.77	42.56	20.49	29.92	16.84	17.87	24.1	18.35	25.79	17.03	23.04	9.61	15.57	24.03
transcript_4741	13.54	13.77	17	12.17	12.35	11.07	9.06	12.57	9.91	11.74	11.17	7.48	7.98	7.33	6.78
transcript_4742	269.94	487.91	506.21	414.17	399.45	406.62	398.3	418.07	417.35	473.54	370.04	539.13	268.15	440.33	352.94
transcript_4743	3.33	4.34	4.89	4.83	5.68	4.44	4.56	6.36	4.33	5.63	5.92	5.04	2.87	3.41	4.18
transcript_4744	0.68	0.65	0	0.35	1.47	3.05	0.29	2.1	0	0.24	0.61	0.29	1.1	1.05	2.18
transcript_4745	2.84	1.64	2.97	2.49	1.75	1.03	1.67	0.9	1.66	0.91	0.42	1.34	0	0	0
transcript_4746	189.14	277.6	160.76	241.18	277.69	149.22	202.68	271.16	240.9	229.25	211.31	246	59.07	91.46	175.15
transcript_4747	7.99	4.55	5.26	8.71	5.48	2.41	8.7	7.78	8.68	6.92	7.63	11.17	11.87	10.68	8.8
transcript_4748	3.21	3.23	2.33	9.65	4.99	17.9	11.59	21.49	14.44	43.94	53.59	18.21	162	205.78	144.63
transcript_4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_475	26.41	29.72	24.05	7.1	23.91	7.03	4.38	5.41	9.7	9.12	9.05	5.25	4.8	2.19	4.14
transcript_4750	39.19	36.16	39.63	35.88	38.96	46.03	33.73	47.43	34.4	34.04	40.6	27.64	33.66	28.77	32.28
transcript_4751	0.25	0	0.22	0	0	0	0	0.23	0.4	0.2	0	0.42	0	0	0.29
transcript_4752	1.2	0.95	1.03	0.32	1.58	1.04	0.8	0.4	0.71	0.82	1.47	0.62	0.23	1.04	1.31
transcript_4753	9.88	22.98	18.78	13.49	16.73	10.8	7.16	10.4	9.75	15.08	7.23	5.07	2.78	6.54	8.03
transcript_4754	50.62	61.08	49	46.87	36.7	43.51	26.59	31.05	33.38	31.52	25.82	22.24	13.53	15.25	18.5
transcript_4755	28.31	87.2	24.92	10.61	26.14	251.84	87.99	96.3	153.04	293.02	264.07	132.74	165.97	479.06	215.37
transcript_4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4757	0.46	0.87	3.57	1.37	2.33	1.51	14.24	0.94	1.93	1.58	2.81	1.43	19.07	18.61	18.89
transcript_4758	16.68	0	14.12	0	74.26	123.07	79.94	0	15.69	7.86	0	0	35.14	94.33	0.31
transcript_4759	0	0	2.44	1.82	0	9.98	32.24	38.45	0	64.06	57.45	0	165.66	214.13	116.87
transcript_476	10.53	13.3	12.07	8.79	9.74	9.27	8.06	7.43	9.17	9.64	12.37	4.88	10.19	7.71	10
transcript_4760	0.63	0	0	0	0	0	0.58	0	0.44	0	0.84	1.14	0.66	1.49	0
transcript_4763	25.1	27.71	35.76	23.41	25.51	20.88	17.81	17.46	14	16.01	13.85	6.54	12.55	12.42	22.89
transcript_4764	32.66	40.79	31.02	31.28	50.1	34.08	38.68	25.25	48.76	44.85	30.88	16.77	12.94	10.69	23.81
transcript_4767	33.74	0.48	0.21	12.5	0	3.95	27.62	10.91	22.43	14.31	5.01	5.24	0.26	0.13	0.05
transcript_4768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4769	5.85	4.26	7.62	4.33	6.66	4.14	4.59	6.13	6.67	5.44	4.7	4.91	3.26	3.63	4.75
transcript_477	9.92	13.59	14.05	11.82	16.78	13.98	12.13	14.7	11.2	9.18	8.25	14.14	7.01	10.9	7.47
transcript_4770	7.51	5.52	8.38	6.37	7.32	4.99	6.62	9.16	7.29	5.45	8.32	6.56	7.82	5.54	7.23
transcript_4771	2353.16	2671.13	1874.55	1929.19	2625.6	2497.97	3087.71	2672.92	2989.91	2998.73	3642.01	2695.65	5194.12	4022.52	3568.47
transcript_4772	150.27	133.57	165.81	106.39	86.61	102.11	79.79	96.07	96.04	155.95	68.02	57.1	66.48	59.93	83.57
transcript_4773	24.5	25.47	28.09	20.64	17.31	20.88	19.57	19.79	23.64	29.67	14.93	24.57	17.45	10.88	21.1
transcript_4775	211.2	124.32	98.67	574.13	545.06	452.53	419.21	725.67	729.94	443.49	375.11	752.6	239.85	209.54	415.18
transcript_4776	0.94	0.83	0.45	0.47	0.63	0.85	0.63	0.7	1.02	1.03	0.35	0.53	0.16	0.17	0.18
transcript_4777	0	6.99	0.62	0	4.62	14.14	8.83	12	0	14.21	0	2.94	0	0	0
transcript_4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4779	24.61	36.93	34	42.92	53.52	53.1	51.5	54.27	44.62	46.93	57.1	51.89	35.79	30.49	42.06
transcript_478	4.77	5.28	4.23	3.78	3.11	4.07	4.59	4.52	4.53	2.79	4.81	5.36	13.41	8.26	8.08
transcript_4780	8.45	14.48	10.41	7.98	9.29	8.5	8.27	9.89	8.01	6.96	9.6	6.96	15.65	6.84	7.96
transcript_4781	0	1.15	14.37	9.3	0.41	79.95	89.58	87.99	5.17	37.31	31.64	0.29	11.43	19.42	3.92
transcript_4782	1.72	1.44	2.44	1.3	3.67	1.79	4.8	7.31	3.74	2.18	7.29	5.16	15.18	13.48	10.49
transcript_4783	1.52	2.98	0.74	2.32	2.23	1.85	3.75	2.68	3.67	2.32	2.27	2.49	3.14	0.67	1.58
transcript_4784	6.97	23.86	13.32	11.27	13.2	25.74	15.36	8.49	16.07	14.27	10.58	8.85	7.64	4.64	10.2
transcript_4785	515.24	533.46	602.65	568.64	541.8	512.77	542.29	508.77	490.68	523.46	517.46	416.41	392.55	468.33	396.86
transcript_4786	11.93	14.3	11.97	8.49	9.77	8.19	8.03	4.71	8.25	7.62	7.51	6.92	5.82	2.7	4.72
transcript_4787	5.65	0.09	0.19	2.38	0.12	0.13	0.95	1.88	3.74	4.95	0.15	0.6	1.77	0	4.62
transcript_4788	6.94	10.72	10.71	7.35	8.59	14.99	11.34	11.06	10.9	13.51	9.79	11.9	12.87	7.53	11.5
transcript_4789	24.48	18.8	23.78	19.23	27.96	17.98	22.75	20.5	23.51	19.97	21.71	19.31	32.94	16.28	18.33
transcript_479	17.68	12.74	18.66	15.34	16.27	20.17	15.54	18.35	19.03	23.48	13.33	22.78	9.54	8.62	15.7
transcript_4790	31.5	36.58	43.3	31.63	34.41	29.18	24.57	23.72	30.01	33.13	29.65	18.2	25.11	18.98	24.25
transcript_4791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4792	19.22	20.64	25.65	10.96	16.76	18.58	13.91	15.13	14.98	16.63	18.93	8.48	11.39	7.06	11.53
transcript_4793	4.57	7.75	13.32	6.29	28.56	6.97	10.42	12.52	9.93	4.06	12.8	8.7	7.88	12.47	11.34
transcript_4794	15.34	20.21	23.49	18.49	29.74	17.82	19.46	26.89	22.67	17.24	20.57	21.9	18.26	23.82	22.12
transcript_4795	1.47	1.76	3.38	3.17	5	2.55	1.8	3.04	2.55	1.73	2.7	1.38	1.94	2.21	2.31
transcript_4796	0.58	0.44	1.24	0.6	1.3	1.21	1.11	0.23	0.41	0.1	0.6	0.6	0.24	0.38	0.41
transcript_4797	5.58	9.55	7.9	9.03	17.77	11.69	6.56	4.92	5.17	6.14	8.95	3.27	2.39	3.51	2.17
transcript_4798	258	201.28	282.03	75.88	231.87	208.94	91.5	146.48	281.58	51.12	205.14	236.85	143.44	132.34	260.53
transcript_4799	6.57	6.01	5.96	9.08	12.07	8.38	10.21	9.42	8.98	10.16	13.98	10.59	7.5	4.91	8.59
transcript_48	12.63	9.5	14.93	15.75	15.67	14.91	20.09	21.6	23	18.82	24.88	17.43	34.38	31.72	28.86
transcript_480	21.79	31.24	27.96	15.46	9.74	24.21	20.95	21.99	23.25	31.89	40.79	17.62	76.49	86.83	88.63
transcript_4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4801	9.94	9.3	11.62	11.99	9.51	8.29	8.01	11.09	10.07	12.39	10.09	11.41	10.7	10.43	12.92
transcript_4802	24.05	14.07	23.64	29.16	33.31	12.88	12.81	23.79	15.73	17.38	31.54	38.55	16.11	30.18	23.56
transcript_4803	1.56	1.35	1.8	0.99	2.3	0.44	0.76	0.55	2.15	1.72	1.87	0.56	2.99	0.94	1.61
transcript_4804	40.62	36.49	17.29	71.99	93.49	84.79	109.57	54.34	193.51	143.78	140.41	139.86	66.75	17.53	127.75
transcript_4805	22.31	17.15	25.81	23.18	25.88	25.43	19.25	37.77	21.33	13.33	28.92	27.99	40.77	34.22	29.79
transcript_4806	85.99	71.94	94.63	80	99.36	83.32	84.64	82.25	78	86.51	99.48	63.57	76.54	45.53	55.9
transcript_4807	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0
transcript_4809	4.26	8.12	16.44	5.9	0	6.67	3.21	9.01	14.75	0	0	0	0.27	5.65	1.94
transcript_481	110.94	186.32	77.81	130.52	177.35	77.32	169.33	184.27	85.16	200.64	201.21	80.8	108.73	169.69	83.51
transcript_4811	17.97	4.43	4.26	5.5	23.22	3.6	2.41	6.01	16.06	6.1	3.62	20.94	2.11	10.16	46.5
transcript_4812	144.06	113.32	162	88.55	87.37	92.53	180.08	111.66	144.79	122.01	171.3	88.11	234.33	120.59	154.98
transcript_4813	92.22	80.14	112.19	107.25	93.46	69.88	90.2	112.41	116.29	124.15	100.64	95.6	97.9	121	125.28
transcript_4814	8.19	14.88	10.13	11.44	11.32	15.76	15.66	24.88	14.39	11.38	18.05	16.63	28.14	32.79	24.98
transcript_4815	116.65	0.69	0	0.26	0.34	0.11	0.31	2.44	0.32	0.09	0.17	0.51	0.36	1.34	0.93
transcript_4816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4817	129.61	115.82	157.64	151.11	741.46	220.62	179.6	673.02	139.34	123.92	173.43	572.4	780	610.01	588.14
transcript_4818	0.12	0	49.39	0	0	8.84	0	4.28	0	17.22	0	0	0	0	0
transcript_4819	0.89	0.47	0.34	0.16	0.32	0.35	0.11	1.03	0.34	0.45	1.17	0.52	6.14	2.45	3.78
transcript_482	76.95	81.13	93.39	73.06	86.72	91.92	74.59	75.39	93.23	75.15	92.39	64.87	68.53	66.98	84.72
transcript_4820	2.18	3.66	1.96	4.05	2.21	6	4.58	1.66	3.57	4.79	1.44	3.33	1.64	0.76	3.29
transcript_4821	3.13	2.94	4.15	4	6.63	4.54	6.89	8.53	7.4	6.08	7.55	4.96	9.72	7.83	5.72
transcript_4822	0	0	9.26	1.5	15.38	9.24	1.78	5.85	0	0	7.13	7.49	9.25	10.21	0
transcript_4823	6.77	6.2	9.95	5.41	5.47	4.16	3.68	3.26	4.25	4.12	4.18	2.51	2.01	2.1	3.5
transcript_4824	89.29	173.06	78.02	9.28	7.55	2.71	5.71	1.43	2.12	0.22	0.04	0.23	0.16	0	0
transcript_4825	0	54.89	0	220.56	0	421.14	491.71	0	0	0	0	0	0	0	0
transcript_4826	13.23	15.2	24.3	13.93	28.65	17.85	27	18.28	20.82	14.84	20.15	15.83	14.36	16.22	13.53
transcript_4827	46.95	41.42	60.43	49.72	27.42	30.2	23.76	30.85	27.04	43.3	34.59	38.93	55.97	46.27	46.75
transcript_4828	864.67	0.35	946.85	1038.7	1232.74	1671.65	1403.57	0	0.22	496.57	1257.52	1308.39	1517.26	0	1280.22
transcript_4829	11.49	7.81	16.49	7.12	7.25	6.77	5.47	7.18	7.54	7.82	6.62	6.89	5.68	7.6	9.58
transcript_483	35.44	40.02	38.23	54.22	47.21	50.96	38.51	53.18	45.88	51.56	36.95	47.45	31.59	23.98	39.63
transcript_4831	18.97	18.39	32.34	26.47	53	34.02	32.46	52.56	29.61	22.47	68.75	33.18	69.12	45.28	34.41
transcript_4832	9.02	9.34	18.88	7.66	10.2	7.05	6.24	3.29	4.66	4.68	3.91	2.53	1.12	1.69	1.6
transcript_4833	24.54	48.6	18.59	14.3	13.33	32.83	8.54	8.19	15.91	70.14	10.24	8.11	3.35	1.77	9.92
transcript_4834	1.33	4.95	1.14	1.71	1.32	4.56	0.86	1.61	5.76	17.46	4.59	2.34	19.73	7.5	13.2
transcript_4835	3.73	3.8	4.85	5.68	4.12	3.23	4.09	7.43	4.17	2.4	9.81	5.25	38.04	23.35	13.51
transcript_4836	3.48	4.49	2.46	0.64	2.99	2.23	7.17	1.33	1.02	1.42	3.28	2.54	8.43	5.3	8.49
transcript_4837	65.02	61.66	79.99	86.19	84.42	65.16	82.73	77.35	212.82	171.07	80.3	70.81	179.82	151.83	3.95
transcript_4838	27.14	24.76	33.77	20.04	25.22	17.39	17.92	18.97	21.72	30.31	26.65	13.28	25.11	15.94	28
transcript_4839	0	0	0	0	0	0	0	0	0	0	7.15	0	0	0	0
transcript_484	2.44	2.48	3.31	3.23	2.11	2.76	2.82	2.48	3.52	3.52	2.84	4.19	2.63	3.37	3.07
transcript_4840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_4841	18.42	18.89	24.74	16.64	16.55	16.83	13.63	15.6	14.39	10.02	13.71	14.01	18.16	10.15	14.15
transcript_4842	363.94	322.65	399.16	268.12	293.85	341.93	271.72	261.17	164.86	230.41	192.04	238.89	135.79	181.23	205.63
